date,year,month,day,day_of_week,is_weekend,WeatherStationName_en,rain_mm_imputed,rain_trace_flag,rain_occurrence_flag,index_right,District_no,District
2023/2/4,2023,2,4,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/2/5,2023,2,5,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/2/6,2023,2,6,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/2/7,2023,2,7,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/2/8,2023,2,8,Wednesday,0,Sheung Shui,0.5,0,1,12,N,North
2023/2/9,2023,2,9,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/2/10,2023,2,10,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/2/11,2023,2,11,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/2/12,2023,2,12,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/2/13,2023,2,13,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/2/14,2023,2,14,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/2/15,2023,2,15,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/2/16,2023,2,16,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/2/17,2023,2,17,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/2/18,2023,2,18,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/2/19,2023,2,19,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/2/20,2023,2,20,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/2/21,2023,2,21,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/2/22,2023,2,22,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/2/23,2023,2,23,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/2/24,2023,2,24,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/2/25,2023,2,25,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/2/26,2023,2,26,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/2/27,2023,2,27,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/2/28,2023,2,28,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/3/1,2023,3,1,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/3/2,2023,3,2,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/3/3,2023,3,3,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/3/4,2023,3,4,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/3/5,2023,3,5,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/3/6,2023,3,6,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/3/7,2023,3,7,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/3/8,2023,3,8,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/3/9,2023,3,9,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/3/10,2023,3,10,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/3/11,2023,3,11,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/3/12,2023,3,12,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/3/13,2023,3,13,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/3/14,2023,3,14,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/3/15,2023,3,15,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/3/16,2023,3,16,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/3/17,2023,3,17,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/3/18,2023,3,18,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/3/19,2023,3,19,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/3/20,2023,3,20,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/3/21,2023,3,21,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/3/22,2023,3,22,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/3/23,2023,3,23,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/3/24,2023,3,24,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/3/25,2023,3,25,Saturday,1,Sheung Shui,59.5,0,1,12,N,North
2023/3/26,2023,3,26,Sunday,1,Sheung Shui,17.5,0,1,12,N,North
2023/3/27,2023,3,27,Monday,0,Sheung Shui,6.5,0,1,12,N,North
2023/3/28,2023,3,28,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/3/29,2023,3,29,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/3/30,2023,3,30,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/3/31,2023,3,31,Friday,0,Sheung Shui,1,0,1,12,N,North
2023/4/1,2023,4,1,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/4/2,2023,4,2,Sunday,1,Sheung Shui,7,0,1,12,N,North
2023/4/3,2023,4,3,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/4/4,2023,4,4,Tuesday,0,Sheung Shui,1,0,1,12,N,North
2023/4/5,2023,4,5,Wednesday,0,Sheung Shui,4.5,0,1,12,N,North
2023/4/6,2023,4,6,Thursday,0,Sheung Shui,7.5,0,1,12,N,North
2023/4/7,2023,4,7,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/4/8,2023,4,8,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/4/9,2023,4,9,Sunday,1,Sheung Shui,1,0,1,12,N,North
2023/4/10,2023,4,10,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/4/11,2023,4,11,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/4/12,2023,4,12,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/4/13,2023,4,13,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/4/14,2023,4,14,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/4/15,2023,4,15,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/4/16,2023,4,16,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/4/17,2023,4,17,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/4/18,2023,4,18,Tuesday,0,Sheung Shui,2,0,1,12,N,North
2023/4/19,2023,4,19,Wednesday,0,Sheung Shui,16,0,1,12,N,North
2023/4/20,2023,4,20,Thursday,0,Sheung Shui,5,0,1,12,N,North
2023/4/21,2023,4,21,Friday,0,Sheung Shui,18.5,0,1,12,N,North
2023/4/22,2023,4,22,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/4/23,2023,4,23,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/4/24,2023,4,24,Monday,0,Sheung Shui,9,0,1,12,N,North
2023/4/25,2023,4,25,Tuesday,0,Sheung Shui,0.5,0,1,12,N,North
2023/4/26,2023,4,26,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/4/27,2023,4,27,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/4/28,2023,4,28,Friday,0,Sheung Shui,0.5,0,1,12,N,North
2023/4/29,2023,4,29,Saturday,1,Sheung Shui,2.5,0,1,12,N,North
2023/4/30,2023,4,30,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/5/1,2023,5,1,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/5/2,2023,5,2,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/5/3,2023,5,3,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/5/4,2023,5,4,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/5/5,2023,5,5,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/5/6,2023,5,6,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/5/7,2023,5,7,Sunday,1,Sheung Shui,59,0,1,12,N,North
2023/5/8,2023,5,8,Monday,0,Sheung Shui,4,0,1,12,N,North
2023/5/9,2023,5,9,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/5/10,2023,5,10,Wednesday,0,Sheung Shui,0.5,0,1,12,N,North
2023/5/11,2023,5,11,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/5/12,2023,5,12,Friday,0,Sheung Shui,0.5,0,1,12,N,North
2023/5/13,2023,5,13,Saturday,1,Sheung Shui,14,0,1,12,N,North
2023/5/14,2023,5,14,Sunday,1,Sheung Shui,24.5,0,1,12,N,North
2023/5/15,2023,5,15,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/5/16,2023,5,16,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/5/17,2023,5,17,Wednesday,0,Sheung Shui,4.5,0,1,12,N,North
2023/5/18,2023,5,18,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/5/19,2023,5,19,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/5/20,2023,5,20,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/5/21,2023,5,21,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/5/22,2023,5,22,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/5/23,2023,5,23,Tuesday,0,Sheung Shui,61.5,0,1,12,N,North
2023/5/24,2023,5,24,Wednesday,0,Sheung Shui,0.5,0,1,12,N,North
2023/5/25,2023,5,25,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/5/26,2023,5,26,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/5/27,2023,5,27,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/5/28,2023,5,28,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/5/29,2023,5,29,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/5/30,2023,5,30,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/5/31,2023,5,31,Wednesday,0,Sheung Shui,14,0,1,12,N,North
2023/6/1,2023,6,1,Thursday,0,Sheung Shui,7,0,1,12,N,North
2023/6/2,2023,6,2,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/6/3,2023,6,3,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/6/4,2023,6,4,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/6/5,2023,6,5,Monday,0,Sheung Shui,1.5,0,1,12,N,North
2023/6/6,2023,6,6,Tuesday,0,Sheung Shui,37.5,0,1,12,N,North
2023/6/7,2023,6,7,Wednesday,0,Sheung Shui,29.5,0,1,12,N,North
2023/6/8,2023,6,8,Thursday,0,Sheung Shui,1.5,0,1,12,N,North
2023/6/9,2023,6,9,Friday,0,Sheung Shui,1.5,0,1,12,N,North
2023/6/10,2023,6,10,Saturday,1,Sheung Shui,6,0,1,12,N,North
2023/6/11,2023,6,11,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/6/12,2023,6,12,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/6/13,2023,6,13,Tuesday,0,Sheung Shui,3,0,1,12,N,North
2023/6/14,2023,6,14,Wednesday,0,Sheung Shui,25,0,1,12,N,North
2023/6/15,2023,6,15,Thursday,0,Sheung Shui,52.5,0,1,12,N,North
2023/6/16,2023,6,16,Friday,0,Sheung Shui,20.5,0,1,12,N,North
2023/6/17,2023,6,17,Saturday,1,Sheung Shui,69,0,1,12,N,North
2023/6/18,2023,6,18,Sunday,1,Sheung Shui,20.5,0,1,12,N,North
2023/6/19,2023,6,19,Monday,0,Sheung Shui,1.5,0,1,12,N,North
2023/6/20,2023,6,20,Tuesday,0,Sheung Shui,1,0,1,12,N,North
2023/6/21,2023,6,21,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/6/22,2023,6,22,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/6/23,2023,6,23,Friday,0,Sheung Shui,3,0,1,12,N,North
2023/6/24,2023,6,24,Saturday,1,Sheung Shui,32.5,0,1,12,N,North
2023/6/25,2023,6,25,Sunday,1,Sheung Shui,11,0,1,12,N,North
2023/6/26,2023,6,26,Monday,0,Sheung Shui,4.5,0,1,12,N,North
2023/6/27,2023,6,27,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/6/28,2023,6,28,Wednesday,0,Sheung Shui,29,0,1,12,N,North
2023/6/29,2023,6,29,Thursday,0,Sheung Shui,0.5,0,1,12,N,North
2023/6/30,2023,6,30,Friday,0,Sheung Shui,1,0,1,12,N,North
2023/7/1,2023,7,1,Saturday,1,Sheung Shui,5.5,0,1,12,N,North
2023/7/2,2023,7,2,Sunday,1,Sheung Shui,15,0,1,12,N,North
2023/7/3,2023,7,3,Monday,0,Sheung Shui,11,0,1,12,N,North
2023/7/4,2023,7,4,Tuesday,0,Sheung Shui,12.5,0,1,12,N,North
2023/7/5,2023,7,5,Wednesday,0,Sheung Shui,0.5,0,1,12,N,North
2023/7/6,2023,7,6,Thursday,0,Sheung Shui,0.5,0,1,12,N,North
2023/7/7,2023,7,7,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/7/8,2023,7,8,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/7/9,2023,7,9,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/7/10,2023,7,10,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/7/11,2023,7,11,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/7/12,2023,7,12,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/7/13,2023,7,13,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/7/14,2023,7,14,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/7/15,2023,7,15,Saturday,1,Sheung Shui,16.5,0,1,12,N,North
2023/7/16,2023,7,16,Sunday,1,Sheung Shui,5.5,0,1,12,N,North
2023/7/17,2023,7,17,Monday,0,Sheung Shui,52.5,0,1,12,N,North
2023/7/18,2023,7,18,Tuesday,0,Sheung Shui,87,0,1,12,N,North
2023/7/19,2023,7,19,Wednesday,0,Sheung Shui,2.5,0,1,12,N,North
2023/7/20,2023,7,20,Thursday,0,Sheung Shui,0.5,0,1,12,N,North
2023/7/21,2023,7,21,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/7/22,2023,7,22,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/7/23,2023,7,23,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/7/24,2023,7,24,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/7/25,2023,7,25,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/7/26,2023,7,26,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/7/27,2023,7,27,Thursday,0,Sheung Shui,2,0,1,12,N,North
2023/7/28,2023,7,28,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/7/29,2023,7,29,Saturday,1,Sheung Shui,38.5,0,1,12,N,North
2023/7/30,2023,7,30,Sunday,1,Sheung Shui,42,0,1,12,N,North
2023/7/31,2023,7,31,Monday,0,Sheung Shui,10.5,0,1,12,N,North
2023/8/1,2023,8,1,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/8/2,2023,8,2,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/8/3,2023,8,3,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/8/4,2023,8,4,Friday,0,Sheung Shui,0.5,0,1,12,N,North
2023/8/5,2023,8,5,Saturday,1,Sheung Shui,3,0,1,12,N,North
2023/8/6,2023,8,6,Sunday,1,Sheung Shui,0.5,0,1,12,N,North
2023/8/7,2023,8,7,Monday,0,Sheung Shui,12.5,0,1,12,N,North
2023/8/8,2023,8,8,Tuesday,0,Sheung Shui,7,0,1,12,N,North
2023/8/9,2023,8,9,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/8/10,2023,8,10,Thursday,0,Sheung Shui,3.5,0,1,12,N,North
2023/8/11,2023,8,11,Friday,0,Sheung Shui,5,0,1,12,N,North
2023/8/12,2023,8,12,Saturday,1,Sheung Shui,1,0,1,12,N,North
2023/8/13,2023,8,13,Sunday,1,Sheung Shui,9.5,0,1,12,N,North
2023/8/14,2023,8,14,Monday,0,Sheung Shui,26,0,1,12,N,North
2023/8/15,2023,8,15,Tuesday,0,Sheung Shui,4.5,0,1,12,N,North
2023/8/16,2023,8,16,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/8/17,2023,8,17,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/8/18,2023,8,18,Friday,0,Sheung Shui,52,0,1,12,N,North
2023/8/19,2023,8,19,Saturday,1,Sheung Shui,46.5,0,1,12,N,North
2023/8/20,2023,8,20,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/8/21,2023,8,21,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/8/22,2023,8,22,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/8/23,2023,8,23,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/8/24,2023,8,24,Thursday,0,Sheung Shui,1.5,0,1,12,N,North
2023/8/25,2023,8,25,Friday,0,Sheung Shui,17,0,1,12,N,North
2023/8/26,2023,8,26,Saturday,1,Sheung Shui,1,0,1,12,N,North
2023/8/27,2023,8,27,Sunday,1,Sheung Shui,3.5,0,1,12,N,North
2023/8/28,2023,8,28,Monday,0,Sheung Shui,11.5,0,1,12,N,North
2023/8/29,2023,8,29,Tuesday,0,Sheung Shui,41.5,0,1,12,N,North
2023/8/30,2023,8,30,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/8/31,2023,8,31,Thursday,0,Sheung Shui,1,0,1,12,N,North
2023/9/1,2023,9,1,Friday,0,Sheung Shui,93.5,0,1,12,N,North
2023/9/2,2023,9,2,Saturday,1,Sheung Shui,36,0,1,12,N,North
2023/9/3,2023,9,3,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/9/4,2023,9,4,Monday,0,Sheung Shui,10,0,1,12,N,North
2023/9/5,2023,9,5,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/9/6,2023,9,6,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/9/7,2023,9,7,Thursday,0,Sheung Shui,223,0,1,12,N,North
2023/9/8,2023,9,8,Friday,0,Sheung Shui,311,0,1,12,N,North
2023/9/9,2023,9,9,Saturday,1,Sheung Shui,2.5,0,1,12,N,North
2023/9/10,2023,9,10,Sunday,1,Sheung Shui,35,0,1,12,N,North
2023/9/11,2023,9,11,Monday,0,Sheung Shui,4.5,0,1,12,N,North
2023/9/12,2023,9,12,Tuesday,0,Sheung Shui,2.5,0,1,12,N,North
2023/9/13,2023,9,13,Wednesday,0,Sheung Shui,2,0,1,12,N,North
2023/9/14,2023,9,14,Thursday,0,Sheung Shui,30,0,1,12,N,North
2023/9/15,2023,9,15,Friday,0,Sheung Shui,32,0,1,12,N,North
2023/9/16,2023,9,16,Saturday,1,Sheung Shui,3.5,0,1,12,N,North
2023/9/17,2023,9,17,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/9/18,2023,9,18,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/9/19,2023,9,19,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/9/20,2023,9,20,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/9/21,2023,9,21,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/9/22,2023,9,22,Friday,0,Sheung Shui,1,0,1,12,N,North
2023/9/23,2023,9,23,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/9/24,2023,9,24,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/9/25,2023,9,25,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/9/26,2023,9,26,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/9/27,2023,9,27,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/9/28,2023,9,28,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/9/29,2023,9,29,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/9/30,2023,9,30,Saturday,1,Sheung Shui,29.5,0,1,12,N,North
2023/10/1,2023,10,1,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/10/2,2023,10,2,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/10/3,2023,10,3,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/10/4,2023,10,4,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/10/5,2023,10,5,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/10/6,2023,10,6,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/10/7,2023,10,7,Saturday,1,Sheung Shui,4,0,1,12,N,North
2023/10/8,2023,10,8,Sunday,1,Sheung Shui,40,0,1,12,N,North
2023/10/9,2023,10,9,Monday,0,Sheung Shui,222.5,0,1,12,N,North
2023/10/10,2023,10,10,Tuesday,0,Sheung Shui,2,0,1,12,N,North
2023/10/11,2023,10,11,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/10/12,2023,10,12,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/10/13,2023,10,13,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/10/14,2023,10,14,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/10/15,2023,10,15,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/10/16,2023,10,16,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/10/17,2023,10,17,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/10/18,2023,10,18,Wednesday,0,Sheung Shui,12,0,1,12,N,North
2023/10/19,2023,10,19,Thursday,0,Sheung Shui,7.5,0,1,12,N,North
2023/10/20,2023,10,20,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/10/21,2023,10,21,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/10/22,2023,10,22,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/10/23,2023,10,23,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/10/24,2023,10,24,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/10/25,2023,10,25,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/10/26,2023,10,26,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/10/27,2023,10,27,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/10/28,2023,10,28,Saturday,1,Sheung Shui,2,0,1,12,N,North
2023/10/29,2023,10,29,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/10/30,2023,10,30,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/10/31,2023,10,31,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/11/1,2023,11,1,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/11/2,2023,11,2,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/11/3,2023,11,3,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/11/4,2023,11,4,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/11/5,2023,11,5,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/11/6,2023,11,6,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/11/7,2023,11,7,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/11/8,2023,11,8,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/11/9,2023,11,9,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/11/10,2023,11,10,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/11/11,2023,11,11,Saturday,1,Sheung Shui,8,0,1,12,N,North
2023/11/12,2023,11,12,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/11/13,2023,11,13,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/11/14,2023,11,14,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/11/15,2023,11,15,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/11/16,2023,11,16,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/11/17,2023,11,17,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/11/18,2023,11,18,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/11/19,2023,11,19,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/11/20,2023,11,20,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/11/21,2023,11,21,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/11/22,2023,11,22,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/11/23,2023,11,23,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/11/24,2023,11,24,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/11/25,2023,11,25,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/11/26,2023,11,26,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/11/27,2023,11,27,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/11/28,2023,11,28,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/11/29,2023,11,29,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/11/30,2023,11,30,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/12/1,2023,12,1,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/12/2,2023,12,2,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/12/3,2023,12,3,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/12/4,2023,12,4,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/12/5,2023,12,5,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/12/6,2023,12,6,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/12/7,2023,12,7,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/12/8,2023,12,8,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/12/9,2023,12,9,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/12/10,2023,12,10,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/12/11,2023,12,11,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/12/12,2023,12,12,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/12/13,2023,12,13,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/12/14,2023,12,14,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/12/15,2023,12,15,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/12/16,2023,12,16,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/12/17,2023,12,17,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/12/18,2023,12,18,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/12/19,2023,12,19,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/12/20,2023,12,20,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/12/21,2023,12,21,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/12/22,2023,12,22,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/12/23,2023,12,23,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/12/24,2023,12,24,Sunday,1,Sheung Shui,0,0,0,12,N,North
2023/12/25,2023,12,25,Monday,0,Sheung Shui,0,0,0,12,N,North
2023/12/26,2023,12,26,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2023/12/27,2023,12,27,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2023/12/28,2023,12,28,Thursday,0,Sheung Shui,0,0,0,12,N,North
2023/12/29,2023,12,29,Friday,0,Sheung Shui,0,0,0,12,N,North
2023/12/30,2023,12,30,Saturday,1,Sheung Shui,0,0,0,12,N,North
2023/12/31,2023,12,31,Sunday,1,Sheung Shui,0,0,0,12,N,North
2024/1/1,2024,1,1,Monday,0,Sheung Shui,0,0,0,12,N,North
2024/1/2,2024,1,2,Tuesday,0,Sheung Shui,0,0,0,12,N,North
2024/1/3,2024,1,3,Wednesday,0,Sheung Shui,0,0,0,12,N,North
2024/1/4,2024,1,4,Thursday,0,Sheung Shui,0,0,0,12,N,North
2024/1/5,2024,1,5,Friday,0,Sheung Shui,0,0,0,12,N,North
